ID,TARGET_LifeExpectancy
243,62.56013987379157
244,62.15827748556832
245,61.94351430656306
246,61.687941610003875
247,61.06303482182303
248,60.77251075566312
249,60.40066024597419
250,58.90589057646817
251,55.93268161806903
252,55.66310707811343
253,56.4739546689745
254,56.295953293736304
255,55.378595379009134
256,54.71145459649507
257,54.772002511889816
258,71.66432320662162
259,73.72961733620265
260,71.33594016773475
261,71.44067678994602
262,71.10335833246289
263,73.63000674902548
264,73.71490882384104
265,73.41407183666618
266,73.39498389779637
267,70.66758534213035
268,70.50028846927124
269,70.12362111715518
270,72.5437985986545
271,72.39837037056732
272,69.7396657209289
273,68.2433349826231
274,80.81393423326844
275,80.61037553398221
276,80.6191319231972
277,80.55545420127639
278,80.61871767470655
279,80.60865019604354
280,80.25461697755087
281,80.33707761053337
282,80.75075064609784
283,79.71501873362946
284,80.03715316173015
285,78.53489143509861
286,78.22947750409233
287,77.39144015699851
288,78.0389157191229
289,76.34768897298453
290,67.53687909652034
291,68.56294968297003
292,69.00262065983615
293,69.70773053339903
294,69.09052298392267
295,69.21300894449705
296,68.83644275099752
297,69.9964465606782
298,68.12054978831179
299,68.8133753866349
300,68.28102818558257
301,68.00285665006597
302,67.38573109510564
303,66.80795811902826
304,65.76898473580107
305,63.48637644187308
306,61.223264736537104
307,60.25072917456321
308,59.89420780370108
309,59.471298143625546
310,59.590499842296595
311,58.97715234722189
312,58.137485167857974
313,57.894020108513594
314,58.93628274466303
315,57.05523899336761
316,57.001355204142634
317,57.98233080854466
318,55.5138147503245
319,56.60181450642384
320,59.30127685167827
321,58.211576656488745
322,69.62642860434325
323,69.62819440322937
324,69.7555182437338
325,72.15652029716543
326,68.8121066088291
327,69.03861841909595
328,69.07033398906316
329,68.64458307115348
330,67.43620547047969
331,69.75405887687265
332,66.49116671911163
333,66.0076764771972
334,66.01363357246319
335,65.32793349434178
336,65.29771198631974
337,64.64069243436965
338,76.32540571929174
339,76.36721427692456
340,76.40128080810402
341,75.61808028635134
342,75.12174069273667
343,74.59443331917802
344,74.24014628040204
345,73.59876235202377
346,73.08073447472916
347,72.64614209805666
348,72.1874750662417
349,72.55044750218408
350,72.37091035726914
351,72.39623561622884
352,71.77999675328284
353,72.0246171306518
354,80.41085828087017
355,80.9590764556207
356,80.81906669783046
357,80.65763158406142
358,80.33267862597064
359,79.7105033227015
360,79.69120182501241
361,79.57262284673224
362,79.27498025760131
363,79.11372386005188
364,79.97483228526889
365,80.06541988741479
366,78.88208774923336
367,79.5232566966111
368,77.9481574557238
369,77.63791964549098
370,71.57648103846537
371,71.56655842925763
372,70.26763884510518
373,70.96004860237012
374,70.24110595185094
375,68.79321640262455
376,70.91558262158622
377,69.03318082498222
378,68.49093130868157
379,67.94643889931436
380,68.56792864510064
381,68.90710553324536
382,68.45464108904349
383,68.57787337236228
384,68.09140600223681
385,67.49537030570731
386,51.23835587156603
387,47.41299888015428
388,47.514307637180934
389,47.01257388817111
390,60.641392753621766
391,47.46694301880712
392,45.61212605357301
393,46.491339383477225
394,45.057898519982864
395,46.29748255362023
396,44.870655819710166
397,48.4094567848078
398,48.633840762928514
399,47.48463591785722
400,47.6557956743795
401,47.57565752237433
402,63.378265794418034
403,62.26763974123838
404,64.86657313844864
405,63.497335286381535
406,63.086934915557194
407,62.86103891188731
408,62.65545904083873
409,62.275785662966
410,62.28388165492075
411,62.13377468775319
412,61.522714084116366
413,61.71023495538242
414,61.346490433157236
415,59.96419575586403
416,59.715283744580944
417,58.03962294444619
418,81.44751440401652
419,81.64079772735523
420,81.36184688313753
421,81.21092940459353
422,80.93676636868963
423,79.62340476127277
424,79.46534848488369
425,79.37401478287379
426,79.18068510541525
427,78.99896707883238
428,79.59947582602824
429,79.00674783087386
430,79.02672808607154
431,78.89680089393067
432,78.50098829828214
433,78.16973277135212
434,75.43295849151987
435,75.5434432916844
436,75.70477294559913
437,75.28908865640376
438,74.63171890706069
439,73.69943434461872
440,73.63334924323959
441,73.83326264437298
442,73.46667849336073
443,73.16947535271046
444,72.64263281212875
445,72.45807272047071
446,72.05630482457975
447,70.85314273166735
448,70.69776165894366
449,70.11858604383795
450,66.26241457297436
451,76.04863554060063
452,76.1554365701383
453,76.3666544134821
454,76.36956935128627
455,76.81342669213622
456,76.48717197181814
457,76.1635898704946
458,75.85369950626816
459,75.11083057436986
460,74.90510327378728
461,73.53726967829668
462,73.19542316879162
463,57.39279098508356
464,57.582627818003424
465,57.184325143248365
466,57.64036316697128
467,66.52983624568712
468,67.3006300512891
469,66.05069953378987
470,66.44149097016445
471,64.9089517925696
472,64.13447829880214
473,64.4332642646083
474,62.29254701431161
475,64.5313199248235
476,64.35666387403911
477,63.87388421736897
478,63.87155233293639
479,63.14003908210075
480,62.6884634625304
481,62.17232005075756
482,62.376676552245414
483,82.07439305187287
484,81.45808840126504
485,83.04808306390964
486,84.03896619365938
487,79.92359015249684
488,79.70979712419049
489,79.36729577992166
490,81.7438171761125
491,81.4356877388556
492,80.94549610252199
493,80.64170563776447
494,80.53787016481543
495,80.7278888047318
496,79.86748689839918
497,79.39481875309869
498,78.99425997393986
499,82.44750660649552
500,82.9054982283381
501,82.3762769973474
502,83.22301596981387
503,82.14223490644856
504,81.95086853003541
505,82.02948863459113
506,80.61389698722527
507,81.13080277594332
508,81.01818531176167
509,80.75126189377666
510,80.53237295598186
511,79.06474214855872
512,78.28944526960909
513,80.43935547263182
514,80.06466035349231
515,75.94759772069624
516,76.41530471927574
517,76.62797847308711
518,76.69130809635801
519,76.50061509552178
520,76.57745176295583
521,75.9653249055782
522,74.97035717252984
523,74.78758530273699
524,74.58552516968467
525,74.56584959236235
526,74.02837543455378
527,73.66497565192574
528,73.27640203705553
529,72.96654432168435
530,67.35387818556426
531,73.03328035533721
532,71.44432964806325
533,73.04543420078305
534,71.6965662599836
535,73.55690847107533
536,72.38208861110435
537,71.88774620652768
538,71.92399476789143
539,72.10776333575815
540,72.06618887261621
541,71.93996855711976
542,71.21593151355442
543,70.92693501586923
544,69.457247322546
545,71.31840250040136
546,69.72597403720764
547,77.11186905863583
548,78.28401082837617
549,80.04381633944405
550,76.95163423340624
551,76.45925762437612
552,77.84606097543562
553,76.04884647879643
554,77.16234823022306
555,75.12409801781298
556,74.94095655286726
557,75.01759472921957
558,74.85596825247305
559,74.58956064844598
560,74.70037482288973
561,74.32438313400098
562,73.58474912249848
563,76.3503430249147
564,77.82258650905337
565,75.91711611447977
566,77.16126813413797
567,76.68197775289735
568,75.78647149752288
569,76.94115096988271
570,77.31582024210508
571,75.7011671604668
572,75.82922817851457
573,76.9505850882251
574,76.57659356443602
575,76.12333776339823
576,74.79079473353671
577,74.67319389649604
578,76.8862630204212
579,76.58001418550663
580,76.74338848656558
581,74.72916565212174
582,74.44982256886212
583,73.91050961059584
584,73.9013621974049
585,73.0053216673114
586,72.00473939880617
587,72.50497689566573
588,72.95750470651872
589,72.78752547234244
590,71.70850346982692
591,71.52291175035784
592,70.73706546112456
593,70.42650096994939
594,70.09872370242883
595,76.21186516187606
596,73.09531850725395
597,74.03647092757932
598,73.35270793937349
599,73.69623106474252
600,74.82506449376935
601,73.13130634389856
602,73.04426335728046
603,72.62692963757547
604,73.86941086396328
605,71.99093775560787
606,71.46756964175648
607,71.43602966605802
608,71.00457139197212
609,70.86897421003974
610,70.48627069957507
611,68.13534552331853
612,72.73971094101518
613,71.8740086728577
614,71.62814411563782
615,71.14420438618548
616,74.16669810912451
617,72.09408180889041
618,71.92736296000926
619,73.0372662225057
620,70.7038691239981
621,69.91996678081368
622,71.59269868363327
623,71.70577228567592
624,70.3284741772703
625,69.90809553466222
626,69.63205103870558
627,70.65320986783945
628,77.49038525984888
629,74.60536097132201
630,74.96912878374609
631,76.4001223064281
632,76.20102349735254
633,74.58440734286275
634,75.87030983995592
635,74.08941224855563
636,73.85401333198362
637,74.77209561913399
638,74.58180876982625
639,73.82743837886902
640,73.18713775096592
641,73.34108184368628
642,72.91392476802794
643,72.65935379221564
644,73.66933710878548
645,75.23411209062186
646,74.14364237983322
647,73.82193658459931
648,72.73384087766408
649,74.64254343089709
650,72.58832264789649
651,72.50191723238959
652,72.08097705143562
653,71.72416527247036
654,71.40804034600399
655,71.2316467424935
656,71.52117200691485
657,70.38009133105389
658,71.06590017521289
659,70.2237291747454
660,80.69741564953719
661,79.81821657257632
662,79.70419288400339
663,79.56475011538049
664,79.2194630447637
665,79.05227819281774
666,78.48445490472037
667,77.9000218518624
668,79.14942770730693
669,77.47163005913508
670,76.97478819069232
671,77.01994716876682
672,76.48364721050356
673,75.87741523175939
674,75.78795316387124
675,75.09799529819753
676,66.40439224281202
677,66.19039037049606
678,66.48707967568663
679,66.50024904140162
680,66.92365669943672
681,66.58249506698284
682,66.61236356172027
683,66.07361360852663
684,64.27775031812351
685,65.97763925348531
686,64.78853800863683
687,63.466158304429946
688,62.08249344392782
689,62.822960312069775
690,62.8587190619845
691,62.98345689835066
692,58.710546083284136
693,58.40622478700362
694,58.453755999489346
695,57.9303335130446
696,58.33570022112201
697,57.78807943195673
698,57.90708403693417
699,58.996388316392675
700,58.784758375176565
701,55.95290921641835
702,58.09635193994054
703,59.5868912001587
704,59.31225805248561
705,59.13858003323365
706,57.402910247674384
707,57.23793686964251
708,63.11134894251825
709,60.99388380424192
710,59.770324961036415
711,65.22162806887744
712,56.00236600483692
713,54.708724931700594
714,53.98887289782317
715,58.08746531446794
716,52.88205938849532
717,52.29395469070353
718,52.101747964825115
719,53.480691702664274
720,54.49678311622202
721,56.184673127068464
722,53.6352005063554
723,54.41751041876391
724,78.28404837386414
725,78.05488841394434
726,77.92845665281521
727,77.67729524012924
728,77.0850018277485
729,77.89641956246659
730,76.8595676207783
731,77.14097303057159
732,77.34386495361089
733,77.20852643080462
734,77.14047626843538
735,75.80061703266254
736,76.75562686620528
737,76.81087593330872
738,76.71487491618787
739,75.92577129801256
740,67.51422569441283
741,66.53336561082875
742,66.24415439575044
743,66.06617905358944
744,66.9401037554973
745,63.679057309449554
746,65.22953713537841
747,65.35584766566575
748,64.92985072297608
749,64.74579664465332
750,63.68275635761928
751,63.08455113954434
752,62.549233528854174
753,62.04536401734327
754,61.916139551926705
755,61.3738488621577
756,65.80635432849583
757,64.4197658131811
758,70.90839467428017
759,69.28599747681952
760,70.36977361980951
761,71.02081536225842
762,70.98315571040101
763,69.48543554006669
764,70.71264831195158
765,70.59421186324359
766,70.180973575458
767,68.48083588949406
768,68.30332771890431
769,68.13251488092314
770,67.77503650651325
771,67.73429827763145
772,70.23735523613294
773,69.87540428653416
774,69.87105063975406
775,69.62391257305028
776,69.55554082354918
777,69.1919546735698
778,68.85966436422517
779,68.09088924411753
780,67.69129824140344
781,67.095034086016
782,66.76851664024491
783,66.9457549571014
784,66.46597326061855
785,66.04844293588671
786,65.77061655624885
787,65.38339664289896
788,74.05841744743003
789,74.28525380936534
790,71.40325096544917
791,71.1460916932914
792,72.08999096283317
793,71.43237955778937
794,71.09116378511173
795,71.27423147965708
796,72.55504381818263
797,72.28427030156739
798,74.04343938841433
799,73.81712377397331
800,73.47343723849333
801,70.5744712540992
802,70.48525043649832
803,70.0483312479289
804,74.2388269839268
805,74.59854143513573
806,74.62456451292637
807,74.50510678362386
808,74.50578506711666
809,74.3079259110804
810,74.39173441632647
811,74.11918810321394
812,73.99792804788288
813,73.85430953652015
814,73.48803940983234
815,72.99881736100859
816,72.05199103826497
817,72.4926846807179
818,72.18848449958779
819,71.77116070924481
820,62.76478957585996
821,63.38088083472575
822,59.01335847449919
823,58.15322793602037
824,58.17026452066454
825,55.91347364438415
826,55.67231742466471
827,60.36766067988451
828,59.252421657101486
829,58.31944982795218
830,49.664076302920336
831,46.15727250641259
832,56.990249279641496
833,42.49798003055545
834,40.643584078211376
835,40.00624064803572
836,76.93258442268623
837,76.85244652731748
838,76.59527974813705
839,76.49079385129522
840,76.45062694296095
841,76.40501649303316
842,77.40995717002514
843,76.78530669131771
844,75.36551669122852
845,75.55104375314123
846,75.27508410342351
847,74.85705455918394
848,74.08536335764752
849,74.11069572803207
850,74.14939555086669
851,74.35429661289302
852,60.06445681810242
853,58.71314817869281
854,56.50250632663378
855,54.11901929403019
856,51.896039379602385
857,47.39881047963796
858,42.56881314096715
859,39.7238431881604
860,50.15807440332983
861,42.69480139695959
862,36.60982526422366
863,38.0534732962844
864,40.326412404383944
865,47.05697696662973
866,48.587409327278635
867,50.28371095750752
